player_name;team_abbreviation;country;pts;reb;ast;season
Anthony Miller;ATL;USA;0.0;7.0;0.0;1996-97
Anthony Mason;CHH;USA;16.2;11.4;5.7;1996-97
Anthony Goldwire;DEN;USA;6.5;1.4;3.7;1996-97
Anthony Peeler;VAN;USA;14.5;3.4;3.6;1996-97
Andrew Lang;MIL;USA;5.3;5.3;0.5;1996-97
Andrew DeClercq;GSW;USA;5.3;4.2;0.5;1996-97
Amal McCaskill;ORL;USA;1.6;1.3;0.4;1996-97
Anfernee Hardaway;ORL;USA;20.5;4.5;5.6;1996-97
Nick Van Exel;LAL;USA;13.8;3.0;6.9;1997-98
Nick Anderson;ORL;USA;15.3;5.1;2.1;1997-98
Nate McMillan;SEA;USA;3.4;2.2;3.1;1997-98
Muggsy Bogues;GSW;USA;5.7;2.2;5.4;1997-98
Mookie Blaylock;ATL;USA;13.2;4.9;6.7;1997-98
Monty Williams;SAS;USA;6.3;2.5;1.2;1997-98
Mitchell Butler;CLE;USA;2.1;1.2;1.0;1997-98
Mitch Richmond;SAC;USA;23.2;3.3;4.0;1997-98
Micheal Williams;MIN;USA;2.6;0.6;1.3;1997-98
Matt Geiger;CHH;USA;11.3;6.7;1.0;1997-98
Michael Smith;VAN;USA;5.2;6.4;1.8;1997-98
Michael McDonald;CHH;USA;0.0;1.0;0.0;1997-98
Michael Jordan;CHI;USA;28.7;5.8;3.5;1997-98
Michael Finley;DAL;USA;21.5;5.3;4.9;1997-98
Michael Curry;MIL;USA;6.6;1.2;1.7;1997-98
Michael Cage;NJN;USA;1.3;3.9;0.4;1997-98
Maurice Taylor;LAC;USA;11.5;4.2;0.7;1997-98
Matt Maloney;HOU;USA;8.6;1.8;2.8;1997-98
Olden Polynice;SAC;USA;7.9;6.3;1.5;1997-98
Matt Bullard;HOU;USA;7.0;2.2;0.9;1997-98
Michael Stewart;SAC;USA;4.6;6.6;0.8;1997-98
Oliver Miller;TOR;USA;6.3;6.3;3.1;1997-98
Randy Livingston;ATL;USA;0.8;0.5;0.4;1997-98
Otis Thorpe;SAC;USA;10.2;7.3;3.0;1997-98
Rick Fox;LAL;Canada;12.0;4.4;3.4;1997-98
Marty Conlon;MIA;USA;4.9;2.6;0.7;1997-98
Rick Brunson;POR;USA;4.3;1.5;2.6;1997-98
Rex Walters;MIA;USA;2.1;0.6;0.9;1997-98
Rex Chapman;PHX;USA;15.9;2.5;3.0;1997-98
Reggie Slater;TOR;USA;8.0;3.9;0.9;1997-98
Reggie Miller;IND;USA;19.5;2.9;2.1;1997-98
Reggie Jordan;MIN;USA;2.6;1.7;0.9;1997-98
Reggie Hanson;BOS;USA;0.8;0.8;0.1;1997-98
Reggie Geary;SAS;USA;2.5;1.1;1.2;1997-98
Ray Allen;MIL;USA;19.5;4.9;4.3;1997-98
Rasheed Wallace;POR;USA;14.6;6.2;2.5;1997-98
Randy Brown;CHI;USA;4.1;1.3;2.1;1997-98
Priest Lauderdale;DEN;USA;3.7;2.6;0.5;1997-98
Popeye Jones;TOR;USA;8.6;7.3;1.3;1997-98
Pooh Richardson;LAC;USA;4.2;1.4;3.3;1997-98
Pete Myers;NYK;USA;1.6;1.1;0.3;1997-98
Pete Chilcutt;VAN;USA;4.9;3.7;1.3;1997-98
Pervis Ellison;BOS;USA;3.0;3.3;0.9;1997-98
Patrick Ewing;NYK;Jamaica;20.8;10.2;1.1;1997-98
P.J. Brown;MIA;USA;9.6;8.6;1.4;1997-98
Othella Harrington;HOU;USA;6.0;3.6;0.4;1997-98
Martin Muursepp;DAL;USA;5.7;2.8;0.7;1997-98
Lee Mayberry;VAN;USA;4.6;1.4;4.4;1997-98
Mark West;IND;USA;1.5;1.0;0.1;1997-98
Latrell Sprewell;GSW;USA;21.4;3.6;4.9;1997-98
Larry Robinson;VAN;USA;2.8;2.0;0.2;1997-98
Larry Johnson;NYK;USA;15.5;5.7;2.1;1997-98
Lamond Murray;LAC;USA;15.4;6.1;1.8;1997-98
LaPhonso Ellis;DEN;USA;14.3;7.2;2.8;1997-98
Kurt Thomas;DAL;USA;7.4;4.8;0.6;1997-98
Kobe Bryant;LAL;USA;15.4;3.1;2.5;1997-98
Kiwane Garris;DEN;USA;2.4;0.7;1.0;1997-98
Khalid Reeves;DAL;USA;8.7;2.3;2.8;1997-98
Kevin Willis;HOU;USA;16.1;8.4;1.0;1997-98
Kevin Salvadori;SAC;USA;0.3;1.3;0.2;1997-98
Kevin Ollie;ORL;USA;3.5;1.1;1.9;1997-98
Kevin Johnson;PHX;USA;9.5;3.3;4.9;1997-98
Kevin Garnett;MIN;USA;18.5;9.6;4.2;1997-98
Kevin Edwards;ORL;USA;3.8;1.4;1.0;1997-98
Kerry Kittles;NJN;USA;17.2;4.7;2.3;1997-98
Kenny Anderson;BOS;USA;12.2;2.8;5.7;1997-98
Kendall Gill;NJN;USA;13.4;4.8;2.5;1997-98
Kelvin Cato;POR;USA;3.8;3.4;0.3;1997-98
Keith Van Horn;NJN;USA;19.7;6.6;1.7;1997-98
Keith Closs;LAC;USA;4.0;2.9;0.3;1997-98
Lawrence Funderburke;SAC;USA;9.5;4.5;1.2;1997-98
Marko Milic;PHX;Slovenia;2.8;0.8;0.4;1997-98
Lawrence Moten;WAS;USA;1.1;0.1;0.4;1997-98
Rick Mahorn;DET;USA;2.4;3.3;0.3;1997-98
Mark Strickland;MIA;USA;6.8;4.2;0.5;1997-98
Mark Price;ORL;USA;9.5;2.0;4.7;1997-98
Mark Pope;IND;USA;1.4;0.9;0.3;1997-98
Mark Jackson;IND;USA;8.3;3.9;8.7;1997-98
Mark Hendrickson;SAC;USA;3.4;3.0;0.9;1997-98
Mark Davis;PHI;USA;4.0;2.2;1.0;1997-98
Mark Bryant;PHX;USA;4.2;3.5;0.7;1997-98
Mario Elie;HOU;USA;8.4;2.1;3.0;1997-98
Mario Bennett;LAL;USA;3.9;2.8;0.4;1997-98
Marcus Camby;TOR;USA;12.1;7.4;1.8;1997-98
Malik Sealy;DET;USA;7.7;2.8;1.3;1997-98
Malik Rose;SAS;USA;3.0;1.7;0.4;1997-98
Mahmoud Abdul-Rauf;SAC;USA;7.3;1.2;1.9;1997-98
Lucious Harris;NJN;USA;3.8;1.0;0.8;1997-98
Luc Longley;CHI;USA;11.4;5.9;2.8;1997-98
Loy Vaught;LAC;USA;7.5;6.5;0.7;1997-98
Lorenzo Williams;WAS;USA;1.9;1.9;0.2;1997-98
Lorenzen Wright;LAC;USA;9.0;8.8;0.8;1997-98
Lloyd Daniels;TOR;USA;5.7;1.2;0.7;1997-98
Litterial Green;MIL;USA;1.2;0.3;0.8;1997-98
Lindsey Hunter;DET;USA;12.1;3.5;3.2;1997-98
Ledell Eackles;WAS;USA;5.2;1.8;0.4;1997-98
Ricky Pierce;MIL;USA;3.9;1.2;0.9;1997-98
Sean Higgins;POR;USA;0.0;0.0;0.0;1997-98
Robert Horry;LAL;USA;7.4;7.5;2.3;1997-98
Tracy Murray;WAS;USA;15.1;3.4;1.0;1997-98
Tracy McGrady;TOR;USA;7.0;4.2;1.5;1997-98
Tony Smith;MIL;USA;2.7;1.0;1.4;1997-98
Tony Massenburg;VAN;USA;6.5;3.8;0.3;1997-98
Tony Farmer;CHH;USA;2.5;1.2;0.2;1997-98
Tony Dumas;CLE;USA;2.0;0.7;0.7;1997-98
Tony Delk;GSW;USA;10.1;2.2;2.2;1997-98
Tony Battie;DEN;USA;8.4;5.4;0.9;1997-98
Toni Kukoc;CHI;Croatia;13.3;4.4;4.2;1997-98
Travis Best;IND;USA;6.5;1.5;3.4;1997-98
Tom Hammonds;MIN;USA;6.1;4.8;0.6;1997-98
Tom Chambers;PHI;USA;6.0;2.0;0.0;1997-98
Todd Fuller;GSW;USA;4.0;3.4;0.2;1997-98
Todd Day;MIA;USA;6.0;1.2;1.4;1997-98
Tim Thomas;PHI;USA;11.0;3.7;1.2;1997-98
Tim Legler;WAS;USA;1.1;0.5;0.4;1997-98
Tim Kempton;TOR;USA;0.5;0.8;0.4;1997-98
Tim Hardaway;MIA;USA;18.9;3.7;8.3;1997-98
Tim Duncan;SAS;US Virgin Islands;21.1;11.9;2.7;1997-98
Tim Breaux;MIL;USA;1.7;0.3;0.3;1997-98
Tom Gugliotta;MIN;USA;20.1;8.7;4.1;1997-98
Travis Knight;BOS;USA;6.5;4.9;1.4;1997-98
Travis Williams;CHH;USA;3.5;2.4;0.5;1997-98
Troy Hudson;UTA;USA;1.5;0.3;0.5;1997-98
Chuck Person;SAS;USA;6.7;3.3;1.4;1997-98
Zydrunas Ilgauskas;CLE;Lithuania;13.9;8.8;0.9;1997-98
Zan Tabak;BOS;USA;5.4;3.7;0.8;1997-98
Yinka Dare;NJN;USA;1.2;1.7;0.1;1997-98
Xavier McDaniel;NJN;USA;1.3;1.6;0.5;1997-98
Willie Burton;SAS;USA;2.1;0.7;0.1;1997-98
William Cunningham;PHI;USA;1.1;1.4;0.1;1997-98
Will Perdue;SAS;USA;5.0;6.8;0.7;1997-98
Wesley Person;CLE;USA;14.7;4.4;2.3;1997-98
Walter McCarty;BOS;USA;9.6;4.4;2.2;1997-98
Walt Williams;POR;USA;10.3;3.4;2.1;1997-98
Voshon Lenard;MIA;USA;12.6;3.6;2.2;1997-98
Vlade Divac;CHH;Serbia and Montenegro;10.4;8.1;2.7;1997-98
Vitaly Potapenko;CLE;Ukraine;7.1;3.9;0.7;1997-98
Vinny Del Negro;SAS;USA;9.5;2.8;3.4;1997-98
Vincent Askew;POR;USA;2.2;2.3;1.3;1997-98
Vin Baker;SEA;USA;19.2;8.0;1.9;1997-98
Vernon Maxwell;CHH;USA;6.9;1.4;1.2;1997-98
Tyus Edney;BOS;USA;5.3;1.1;2.7;1997-98
Tyrone Hill;MIL;USA;10.0;10.7;1.5;1997-98
Tyrone Corbin;ATL;USA;10.2;4.6;2.2;1997-98
Theo Ratliff;PHI;USA;9.9;6.7;0.7;1997-98
Terry Porter;MIN;USA;9.5;2.0;3.3;1997-98
Terry Mills;MIA;USA;4.2;3.0;0.8;1997-98
Terry Dehere;SAC;USA;6.4;1.4;2.5;1997-98
Keith Booth;CHI;USA;1.7;0.7;0.2;1997-98
Sean Elliott;SAS;USA;9.3;3.4;1.7;1997-98
Scottie Pippen;CHI;USA;19.2;5.2;5.8;1997-98
Scott Williams;PHI;USA;4.1;3.6;0.5;1997-98
Scott Burrell;CHI;USA;5.2;2.5;0.8;1997-98
Scott Brooks;CLE;USA;1.8;0.7;1.1;1997-98
Scot Pollard;DET;USA;2.7;2.2;0.3;1997-98
Samaki Walker;DAL;USA;8.9;7.4;0.6;1997-98
Sam Perkins;SEA;USA;7.2;3.1;1.4;1997-98
Sam Mitchell;MIN;USA;12.3;4.8;1.3;1997-98
Sam Mack;VAN;USA;10.8;2.3;1.8;1997-98
Sam Cassell;NJN;USA;19.6;3.0;8.0;1997-98
Rusty LaRue;CHI;USA;3.5;0.6;0.4;1997-98
Roy Rogers;TOR;USA;1.3;1.1;0.1;1997-98
Rony Seikaly;NJN;USA;13.3;7.0;1.4;1997-98
Ron Mercer;BOS;USA;15.3;3.5;2.2;1997-98
Ron Harper;CHI;USA;9.3;3.5;2.9;1997-98
Rodrick Rhodes;HOU;USA;5.8;1.2;1.9;1997-98
Rodney Rogers;LAC;USA;15.1;5.6;2.7;1997-98
Rod Strickland;WAS;USA;17.8;5.3;10.5;1997-98
Robert Pack;DAL;USA;7.8;2.8;3.5;1997-98
Sean Rooks;LAL;USA;3.4;2.9;0.6;1997-98
Rik Smits;IND;USA;16.7;6.9;1.4;1997-98
Shandon Anderson;UTA;USA;8.3;2.8;1.1;1997-98
Shareef Abdur-Rahim;VAN;USA;22.3;7.1;2.6;1997-98
Terry Davis;WAS;USA;4.4;6.5;0.4;1997-98
Terry Cummings;NYK;USA;6.2;3.8;0.6;1997-98
Terrell Brandon;MIL;USA;16.8;3.5;7.7;1997-98
Tariq Abdul-Wahad;SAC;France;6.4;2.0;0.9;1997-98
Stojko Vrankovic;LAC;USA;3.0;4.0;0.6;1997-98
Steven Smith;ATL;USA;20.1;4.2;4.0;1997-98
Steve Nash;PHX;Canada;9.1;2.1;3.4;1997-98
Steve Kerr;CHI;USA;7.5;1.5;1.9;1997-98
Steve Henson;DET;USA;1.6;0.1;0.2;1997-98
Stephon Marbury;MIN;USA;17.7;2.8;8.6;1997-98
Stephen Howard;SEA;USA;1.9;0.9;0.2;1997-98
Stanley Roberts;MIN;USA;6.2;4.9;0.4;1997-98
Stacey Augmon;POR;USA;5.7;3.3;1.2;1997-98
Spud Webb;ORL;USA;3.0;0.8;1.3;1997-98
Sherman Douglas;NJN;USA;8.0;1.7;4.0;1997-98
Shea Seals;LAL;USA;1.0;1.0;0.0;1997-98
Shawnelle Scott;CLE;USA;1.1;1.4;0.2;1997-98
Shawn Respert;DAL;USA;5.9;1.8;1.1;1997-98
Shawn Kemp;CLE;USA;18.0;9.3;2.5;1997-98
Shawn Bradley;DAL;USA;11.4;8.1;0.9;1997-98
Sharone Wright;TOR;USA;2.3;1.3;0.6;1997-98
Shaquille O'Neal;LAL;USA;28.3;11.4;2.4;1997-98
Keith Askins;MIA;USA;2.4;2.2;0.6;1997-98
Christian Laettner;ATL;USA;13.8;6.6;2.6;1997-98
Karl Malone;UTA;USA;27.0;10.3;3.9;1997-98
Adam Keefe;UTA;USA;7.8;5.5;1.1;1997-98
Adonal Foyle;GSW;St. Vincent & Grenadines;3.0;3.3;0.3;1997-98
Adrian Caldwell;DAL;USA;0.0;0.0;0.0;1997-98
Alan Henderson;ATL;USA;14.3;6.4;1.1;1997-98
Allan Houston;NYK;USA;18.4;3.3;2.6;1997-98
Allen Iverson;PHI;USA;22.0;3.7;6.2;1997-98
Alonzo Mourning;MIA;USA;19.3;9.6;0.9;1997-98
Alton Lister;POR;USA;0.9;1.6;0.1;1997-98
Alvin Williams;TOR;USA;6.0;1.5;1.9;1997-98
Andrew DeClercq;BOS;USA;5.4;4.8;0.7;1997-98
Andrew Lang;MIL;USA;2.7;2.7;0.3;1997-98
Anfernee Hardaway;ORL;USA;16.4;4.0;3.6;1997-98
Aaron Williams;SEA;USA;4.6;2.3;0.2;1997-98
Anthony Bowie;NYK;USA;2.8;1.0;0.4;1997-98
Anthony Johnson;SAC;USA;7.5;2.2;4.3;1997-98
Anthony Mason;CHH;USA;12.8;10.2;4.2;1997-98
Anthony Miller;ATL;USA;2.1;1.9;0.1;1997-98
Anthony Parker;PHI;USA;1.9;0.7;0.5;1997-98
Anthony Peeler;MIN;USA;12.3;3.2;3.6;1997-98
Antoine Carr;UTA;USA;5.7;2.0;0.7;1997-98
Antoine Walker;BOS;USA;22.4;10.2;3.3;1997-98
Antonio Daniels;VAN;USA;7.8;1.9;4.5;1997-98
Antonio Davis;IND;USA;9.6;6.8;0.7;1997-98
Antonio Lang;MIA;USA;2.0;0.8;0.2;1997-98
Antonio McDyess;PHX;USA;15.1;7.6;1.3;1997-98
Armen Gilliam;MIL;USA;11.2;5.4;1.3;1997-98
Anthony Goldwire;DEN;USA;9.2;1.8;3.4;1997-98
Aaron McKie;PHI;USA;4.1;2.9;2.2;1997-98
A.C. Green;DAL;USA;7.3;8.1;1.5;1997-98
Chucky Brown;ATL;USA;5.0;2.4;0.7;1997-98
DeJuan Wheat;MIN;USA;1.7;0.3;0.7;1997-98
David Wingate;SEA;USA;2.6;1.4;0.6;1997-98
David Wesley;CHH;USA;13.0;2.6;6.5;1997-98
David Vaughn;NJN;USA;4.1;3.8;0.5;1997-98
David Robinson;SAS;USA;21.6;10.6;2.7;1997-98
David Benoit;ORL;USA;5.5;2.6;0.3;1997-98
Darvin Ham;WAS;USA;2.0;1.8;0.2;1997-98
Darrick Martin;LAC;USA;10.3;2.0;4.0;1997-98
Darrell Armstrong;ORL;USA;9.2;3.3;4.9;1997-98
Danny Manning;PHX;USA;13.5;5.6;2.0;1997-98
Danny Fortson;DEN;USA;10.2;5.6;1.0;1997-98
Danny Ferry;CLE;USA;4.2;1.7;0.9;1997-98
Dana Barros;BOS;USA;9.8;1.9;3.6;1997-98
Dan Schayes;ORL;USA;5.5;3.3;0.6;1997-98
Chris Whitney;WAS;USA;5.1;1.4;2.4;1997-98
Dan Majerle;MIA;USA;7.2;3.7;2.2;1997-98
Damon Stoudamire;POR;USA;17.2;4.2;8.2;1997-98
Dale Ellis;SEA;USA;11.8;2.3;1.1;1997-98
Dale Davis;IND;USA;8.0;7.8;0.9;1997-98
Cory Alexander;DEN;USA;8.1;2.4;3.5;1997-98
Corliss Williamson;SAC;USA;17.7;5.6;2.9;1997-98
Corie Blount;LAL;USA;3.6;4.3;0.5;1997-98
Corey Beck;CHH;USA;3.2;1.5;1.7;1997-98
Clyde Drexler;HOU;USA;18.4;4.9;5.5;1997-98
Clifford Rozier;MIN;USA;1.0;1.0;0.0;1997-98
Clifford Robinson;PHX;USA;14.2;5.1;2.1;1997-98
Clar. Weatherspoon;GSW;USA;9.3;7.5;1.1;1997-98
Arvydas Sabonis;POR;Lithuania;16.0;10.0;3.0;1997-98
Dean Garrett;DEN;USA;7.3;7.9;1.1;1997-98
Austin Croshere;IND;USA;2.9;1.7;0.3;1997-98
B.J. Armstrong;CHH;USA;4.0;1.2;2.3;1997-98
Chauncey Billups;TOR;USA;11.2;2.4;3.9;1997-98
Charlie Ward;NYK;USA;7.8;3.3;5.7;1997-98
Charles Smith;LAC;USA;3.5;0.8;0.6;1997-98
Charles Oakley;NYK;USA;9.0;9.2;2.5;1997-98
Charles O'Bannon;DET;USA;2.1;1.1;0.6;1997-98
Charles Barkley;HOU;USA;15.2;11.7;3.2;1997-98
Cedric Henderson;CLE;USA;10.1;4.0;2.0;1997-98
Cedric Ceballos;DAL;USA;11.4;4.7;1.3;1997-98
Carlos Rogers;POR;USA;5.3;3.2;0.9;1997-98
Carl Thomas;CLE;USA;3.4;1.1;0.4;1997-98
Carl Herrera;SAS;USA;2.9;1.6;0.4;1997-98
Calbert Cheaney;WAS;USA;12.8;4.0;2.1;1997-98
Cherokee Parks;MIN;USA;7.1;5.5;0.7;1997-98
Buck Williams;NYK;USA;4.9;4.5;0.5;1997-98
Bryon Russell;UTA;USA;9.0;4.0;1.2;1997-98
Bryant Stith;DEN;USA;7.6;2.1;1.6;1997-98
Bryant Reeves;VAN;USA;16.3;7.9;2.1;1997-98
Bruce Bowen;BOS;USA;5.6;2.9;1.3;1997-98
Brooks Thompson;NYK;USA;2.0;0.5;0.9;1997-98
Brian Shaw;PHI;USA;6.3;3.6;4.4;1997-98
Brian Oliver;ATL;USA;3.0;1.8;0.4;1997-98
Brian Grant;POR;USA;12.1;9.1;1.4;1997-98
Brian Evans;NJN;USA;4.5;1.9;0.8;1997-98
Brevin Knight;CLE;USA;9.0;3.2;8.2;1997-98
Brent Price;HOU;USA;5.6;1.5;2.7;1997-98
Kebu Stewart;PHI;USA;2.7;2.1;0.1;1997-98
Bubba Wells;DAL;USA;3.3;1.7;0.9;1997-98
Chris Anstey;DAL;USA;5.9;3.8;0.9;1997-98
Chris Carr;MIN;USA;9.9;3.0;1.7;1997-98
Chris Childs;NYK;USA;6.3;2.4;3.9;1997-98
Ben Davis;NYK;USA;0.6;0.9;0.0;1997-98
Ben Wallace;WAS;USA;3.1;4.8;0.3;1997-98
Benoit Benjamin;PHI;USA;4.5;3.8;0.2;1997-98
Bill Curley;MIN;USA;3.1;2.5;0.4;1997-98
Bill Wennington;CHI;USA;3.5;1.7;0.4;1997-98
Billy Owens;SAC;USA;10.5;7.5;2.8;1997-98
Bimbo Coles;GSW;USA;8.0;2.3;4.7;1997-98
Bison Dele;DET;USA;16.2;8.9;1.2;1997-98
Blue Edwards;VAN;USA;10.8;2.7;2.5;1997-98
Bo Outlaw;ORL;USA;9.5;7.8;2.6;1997-98
Bob McCann;TOR;USA;0.0;1.0;0.0;1997-98
Bob Sura;CLE;USA;5.8;2.0;3.7;1997-98
Bobby Hurley;VAN;USA;4.1;1.1;2.9;1997-98
Bobby Jackson;DEN;USA;11.6;4.4;4.7;1997-98
Bobby Phills;CHH;USA;10.4;3.5;3.0;1997-98
Brad Lohaus;SAS;USA;2.1;1.3;0.6;1997-98
Brandon Williams;GSW;USA;4.1;1.7;0.3;1997-98
Brent Barry;MIA;USA;10.9;2.9;2.6;1997-98
Chris Webber;WAS;USA;21.9;9.5;3.8;1997-98
Chris Robinson;SAC;USA;4.6;1.3;1.1;1997-98
Chris Mullin;IND;USA;11.3;3.0;2.3;1997-98
Chris Morris;UTA;USA;4.3;2.1;0.4;1997-98
Chris Mills;NYK;USA;9.7;5.1;1.7;1997-98
Chris Gatling;NJN;USA;11.5;5.9;0.9;1997-98
Chris Garner;TOR;USA;1.4;0.6;1.2;1997-98
Chris Dudley;NYK;USA;3.1;5.4;0.4;1997-98
Chris Crawford;ATL;USA;3.8;1.0;0.2;1997-98
Avery Johnson;SAS;USA;10.2;2.0;7.9;1997-98
Dee Brown;TOR;USA;9.1;2.1;2.1;1997-98
Charles Jones;HOU;USA;0.6;1.0;0.2;1997-98
Dennis Rodman;CHI;USA;4.7;15.0;2.9;1997-98
Jamie Feick;MIL;USA;2.3;2.8;0.4;1997-98
James Robinson;LAC;USA;7.7;1.6;1.9;1997-98
James Cotton;SEA;USA;2.7;0.7;0.0;1997-98
James Collins;LAC;USA;2.6;0.6;0.1;1997-98
Jamal Mashburn;MIA;USA;15.1;4.9;2.8;1997-98
Jalen Rose;IND;USA;9.4;2.4;1.9;1997-98
Jacque Vaughn;UTA;USA;3.1;0.8;1.9;1997-98
Jack Haley;NJN;USA;1.4;0.9;0.0;1997-98
J.R. Reid;CHH;USA;4.9;2.7;0.6;1997-98
Ivano Newbill;VAN;USA;2.1;2.5;0.3;1997-98
Isaiah Rider;POR;USA;19.7;4.7;3.1;1997-98
Ike Austin;LAC;USA;13.5;7.1;2.2;1997-98
Jaren Jackson;SAS;USA;8.8;2.6;1.9;1997-98
Hubert Davis;DAL;USA;11.1;2.1;2.0;1997-98
Hot Rod Williams;PHX;USA;3.6;4.4;0.7;1997-98
Horacio Llamas;PHX;USA;3.0;2.3;0.1;1997-98
Horace Grant;ORL;USA;12.1;8.1;2.3;1997-98
Hersey Hawkins;SEA;USA;10.5;4.1;2.7;1997-98
Herb Williams;NYK;USA;1.4;1.1;0.1;1997-98
Henry James;CLE;USA;2.9;0.5;0.2;1997-98
Harvey Grant;WAS;USA;2.6;2.6;0.6;1997-98
Harold Ellis;DEN;USA;6.1;1.9;0.7;1997-98
Hakeem Olajuwon;HOU;Nigeria;16.4;9.8;3.0;1997-98
Greg Ostertag;UTA;USA;4.7;5.9;0.4;1997-98
Greg Minor;BOS;USA;5.0;2.2;1.3;1997-98
Greg Graham;CLE;USA;2.7;0.2;1.0;1997-98
Howard Eisley;UTA;USA;7.7;2.0;4.2;1997-98
Jason Caffey;GSW;USA;7.3;4.3;0.8;1997-98
Jason Kidd;PHX;USA;11.6;6.2;9.1;1997-98
Jason Lawson;ORL;USA;1.5;1.6;0.3;1997-98
Juwan Howard;WAS;USA;18.5;7.0;3.3;1997-98
Dell Curry;CHH;USA;9.4;1.9;1.3;1997-98
Jud Buechler;CHI;USA;2.7;1.0;0.7;1997-98
Jon Barry;LAL;USA;2.5;0.8;1.0;1997-98
Johnny Taylor;ORL;USA;3.2;1.1;0.1;1997-98
Johnny Newman;DEN;USA;14.7;1.9;1.9;1997-98
John Wallace;TOR;USA;14.0;4.5;1.3;1997-98
John Thomas;TOR;USA;2.8;2.0;0.3;1997-98
John Stockton;UTA;USA;12.0;2.6;8.5;1997-98
John Starks;NYK;USA;12.9;2.8;2.7;1997-98
John Crotty;POR;USA;3.7;1.2;2.4;1997-98
Joe Wolf;DEN;USA;1.5;2.2;0.5;1997-98
Joe Smith;PHI;USA;14.6;6.0;1.2;1997-98
Joe Kleine;CHI;USA;2.0;1.7;0.7;1997-98
Joe Dumars;DET;USA;13.1;1.4;3.5;1997-98
Jimmy Oliver;WAS;USA;5.0;2.0;1.0;1997-98
Jim McIlvaine;SEA;USA;3.2;3.3;0.2;1997-98
Jim Jackson;GSW;USA;15.7;5.1;4.8;1997-98
Jerry Stackhouse;DET;USA;15.8;3.4;3.1;1997-98
Jerome Williams;DET;USA;5.3;4.9;0.6;1997-98
Jerome Kersey;SEA;USA;6.3;3.6;1.2;1997-98
Jermaine O'Neal;POR;USA;4.5;3.4;0.3;1997-98
Jerald Honeycutt;MIL;USA;6.4;2.4;0.9;1997-98
Jeff Nordgaard;MIL;USA;1.4;1.1;0.2;1997-98
Jeff Hornacek;UTA;USA;14.2;3.4;4.4;1997-98
Jeff Grayer;GSW;USA;2.0;0.8;0.4;1997-98
Jayson Williams;NJN;USA;12.9;13.6;1.0;1997-98
Greg Foster;UTA;USA;5.7;3.5;0.7;1997-98
Greg Anthony;SEA;USA;5.2;1.4;2.6;1997-98
Joe Stephens;HOU;USA;3.9;0.9;0.1;1997-98
Grant Long;DET;USA;3.5;3.8;0.6;1997-98
Ed Stokes;TOR;USA;0.8;1.0;0.3;1997-98
Ed Gray;ATL;USA;7.6;1.5;1.1;1997-98
Duane Ferrell;GSW;USA;1.9;0.9;0.5;1997-98
Duane Causwell;MIA;USA;2.4;2.7;0.1;1997-98
Drew Barry;ATL;USA;2.1;1.3;1.8;1997-98
Doug West;MIN;USA;4.1;2.2;1.2;1997-98
Doug Overton;PHI;USA;2.7;0.6;1.6;1997-98
Doug Christie;TOR;USA;16.5;5.2;3.6;1997-98
Donyell Marshall;GSW;USA;15.4;8.6;2.2;1997-98
Dontonio Wingfield;POR;USA;0.3;1.3;0.0;1997-98
Dontae' Jones;BOS;USA;2.9;0.6;0.3;1997-98
Donald Whiteside;ATL;USA;0.7;0.3;0.3;1997-98
Eddie Johnson;HOU;USA;8.4;2.0;1.2;1997-98
Donald Royal;CHH;USA;2.5;1.3;0.5;1997-98
Don MacLean;NJN;USA;0.3;0.6;0.0;1997-98
Dikembe Mutombo;ATL;Congo;13.4;11.4;1.0;1997-98
Dickey Simpkins;CHI;USA;3.3;1.9;0.8;1997-98
Detlef Schrempf;SEA;USA;15.7;7.1;4.4;1997-98
Derrick McKey;IND;USA;6.3;3.7;1.5;1997-98
Derek Strong;ORL;USA;12.7;7.4;0.9;1997-98
Derek Harper;ORL;USA;8.6;1.6;3.5;1997-98
Derek Grimm;SAC;USA;1.6;0.4;0.0;1997-98
Greg Anderson;ATL;USA;1.8;2.4;0.3;1997-98
Derek Fisher;LAL;USA;5.8;2.4;4.1;1997-98
Derek Anderson;CLE;USA;11.7;2.8;3.4;1997-98
Dennis Scott;PHX;USA;11.0;3.0;1.9;1997-98
Don Reid;DET;USA;3.5;2.6;0.4;1997-98
Eddie Jones;LAL;USA;16.8;3.8;3.1;1997-98
Derrick Coleman;PHI;USA;17.6;9.9;2.5;1997-98
Eldridge Recasner;ATL;USA;9.3;2.4;2.0;1997-98
Glenn Robinson;MIL;USA;23.4;5.5;2.8;1997-98
Elden Campbell;LAL;USA;10.1;5.6;1.0;1997-98
God Shammgod;WAS;USA;3.1;0.4;1.8;1997-98
Gerald Wilkins;ORL;USA;5.3;1.3;1.1;1997-98
Gerald Madkins;GSW;USA;1.9;0.8;2.4;1997-98
Glen Rice;CHH;USA;22.3;4.3;2.2;1997-98
Grant Hill;DET;USA;21.1;7.7;6.8;1997-98
George McCloud;PHX;USA;7.2;3.5;1.3;1997-98
George Lynch;VAN;USA;7.5;4.4;1.5;1997-98
Gary Trent;TOR;USA;11.7;6.3;1.3;1997-98
Gary Payton;SEA;USA;19.2;4.6;8.3;1997-98
Gary Grant;POR;USA;4.8;2.2;3.8;1997-98
Fred Hoiberg;IND;USA;4.0;1.9;0.7;1997-98
Felton Spencer;GSW;USA;2.4;3.3;0.3;1997-98
